time,base_x,base_y,base_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,base_lin_x,base_lin_y,base_lin_z,base_ang_x,base_ang_y,base_ang_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,contact_LF,contact_RF,contact_LH,contact_RH
1,0.711413,0.113156,0.313108,-0.0301386,-0.014994,-0.0582708,0.997733,1.27443,0.0474243,0.045084,-0.278034,0.796413,0.365862,-0.00875984,0.186166,-1.22687,0.0997701,1.0742,-0.918271,-0.0855327,1.03989,-1.55524,0.0965319,0.663213,-1.80716,-0.705632,5.37907,-5.74355,-0.272204,-1.04644,7.13124,0.0440818,2.53182,2.06407,1.90484,-14.9426,6.9727,1,1,1,0,
1.02,0.736861,0.11361,0.313924,-0.0324243,-0.00390608,-0.054342,0.997988,1.27054,-0.00163792,0.0362609,-0.0678566,1.40179,0.346668,-0.0227533,0.280337,-1.34087,0.0957801,1.03917,-0.77848,-0.0811166,1.05249,-1.48082,0.133276,0.266576,-1.47959,-0.699672,4.70857,-5.69978,-0.199499,-1.75147,6.98956,0.220801,0.629674,3.72071,1.83718,-19.8318,16.3787,1,0,1,0,
1.04,0.762239,0.11311,0.314548,-0.0330543,0.0113622,-0.0504707,0.998114,1.26733,-0.0478595,0.025866,0.0989737,1.61217,0.326458,-0.0364935,0.365507,-1.44729,0.094631,1.11633,-1.02624,-0.0743566,1.03634,-1.37959,0.157967,-0.0959494,-1.04868,-0.68701,4.25851,-5.32081,-0.0574509,3.85807,-12.3879,0.338001,-0.80738,5.06157,1.23455,-18.1263,21.5453,1,0,1,0,
1.06,0.787559,0.111714,0.314948,-0.0321997,0.0268344,-0.04679,0.998025,1.26478,-0.0912403,0.0138993,0.230343,1.42656,0.301589,-0.0494027,0.447504,-1.53775,0.0934924,1.18963,-1.46736,-0.0670436,1.00508,-1.25943,0.16648,-0.271265,-0.790647,-0.645463,4.09981,-4.52346,-0.0569315,3.66532,-22.0561,0.365652,-1.56274,6.00804,0.425662,-8.76579,12.9017,1,0,1,0,
1.08,0.812835,0.109479,0.315093,-0.0299908,0.0385332,-0.0434593,0.997861,1.26291,-0.131781,0.000360895,0.333113,0.84423,0.273411,-0.0605609,0.531972,-1.60429,0.0895669,1.12563,-1.8102,-0.0608694,0.973012,-1.12865,0.162311,-0.178417,-0.903055,-0.557909,4.22343,-3.32658,-0.196276,-3.20035,-17.1419,0.308707,-1.60356,6.53881,-0.208447,4.64241,-5.6204,1,0,1,1,
1.1,0.83808,0.106462,0.314952,-0.0265199,0.0424835,-0.0405938,0.99792,1.2617,-0.16948,-0.0147493,0.414164,-0.135439,0.248622,-0.0692256,0.62303,-1.63835,0.081834,0.96482,-1.96201,-0.0571918,0.955501,-0.997364,0.157734,-0.0641281,-1.02629,-0.433237,4.55287,-1.7031,-0.386644,-8.04033,-7.59078,0.183882,-0.875555,6.56447,-0.22883,5.71445,-6.16185,1,0,1,1,
1.12,0.86331,0.102732,0.314516,-0.0218141,0.0360099,-0.0382452,0.998381,1.26165,-0.202389,-0.0279772,0.499862,-1.12227,0.211016,-0.0755035,0.720234,-1.63321,0.0708103,0.826241,-1.94503,-0.0569342,0.964134,-0.873738,0.153085,0.0737522,-1.15911,-0.313892,4.86019,0.256874,-0.551188,-6.92894,0.849255,0.0128773,0.431637,6.18129,-0.232479,6.89401,-6.64103,1,0,1,1,
1.14,0.888556,0.0984112,0.313868,-0.0158174,0.0216402,-0.0365799,0.998971,1.26323,-0.228558,-0.0358686,0.605413,-1.726,0.139347,-0.0805848,0.81549,-1.59342,0.0544585,0.525799,-1.75868,-0.0605077,0.987652,-0.74577,0.148529,0.229332,-1.29406,-0.254064,4.76284,1.98964,-0.81759,-15.0221,9.31749,-0.178674,1.17594,6.39839,-0.227776,7.77899,-6.7474,1,0,1,1,
1.16,0.913851,0.0936345,0.313117,-0.00853407,0.00319794,-0.0358369,0.999316,1.26644,-0.247988,-0.0384235,0.720871,-1.94745,0.032418,-0.0856949,0.901031,-1.52687,0.0362156,0.179735,-1.39356,-0.0686167,1.02735,-0.646964,0.143908,0.393602,-1.4213,-0.255506,4.27702,3.3275,-0.912146,-17.3032,18.2558,-0.405449,1.98464,4.94034,-0.231081,8.21352,-6.36208,1,0,0,1,
1.18,0.939225,0.0885366,0.312367,-6.04098e-05,-0.0155019,-0.0363518,0.999219,1.27129,-0.260677,-0.0356419,0.839602,-1.78808,-0.116022,-0.0916508,0.972119,-1.44191,0.0214378,-0.103685,-0.961231,-0.0814755,1.25044,-1.07329,0.138468,0.557044,-1.53159,-0.297794,3.5544,4.24796,-0.738888,-14.171,21.6166,-0.642941,11.1548,-21.3166,-0.271989,8.1721,-5.51457,1,0,0,1,
1.2,0.964713,0.0832524,0.311726,0.00946161,-0.0306668,-0.0386077,0.998739,1.27776,-0.266627,-0.0275238,0.963057,-1.25004,-0.315904,-0.0989627,1.02655,-1.34684,0.0142108,-0.157401,-0.801741,-0.0960998,1.4119,-1.58871,0.130501,0.708237,-1.61562,-0.365597,2.72161,4.75333,-0.36135,-2.68578,7.97448,-0.731216,8.07276,-25.7709,-0.398354,7.55962,-4.20141,1,0,0,1,
1.22,0.990336,0.0779325,0.311284,0.0197672,-0.0392419,-0.0430842,0.998105,1.28435,-0.263435,-0.0166999,1.04378,-0.544012,-0.527903,-0.107965,1.0638,-1.248,0.013635,-0.0115532,-0.953261,-0.10797,1.37577,-1.95214,0.117555,0.835205,-1.6658,-0.450131,1.86232,4.94222,-0.0287904,7.2924,-7.576,-0.593492,-1.80615,-18.1712,-0.647278,6.34838,-2.50907,1,1,0,1,
1.24,1.01608,0.0727919,0.311059,0.0300449,-0.0409831,-0.0496515,0.997473,1.28955,-0.2487,-0.0058009,1.034,0.123449,-0.70693,-0.118468,1.08449,-1.14512,0.0167145,0.115062,-1.09339,-0.115707,1.20326,-2.08943,0.0987275,0.933186,-1.68169,-0.525115,1.03456,5.14413,0.153976,6.33077,-7.00621,-0.386872,-8.62567,-6.86488,-0.941383,4.89909,-0.794289,1,1,0,1,
1.26,1.04191,0.0680615,0.311053,0.0394059,-0.0363064,-0.0579958,0.996878,1.29335,-0.222423,0.00517327,0.939522,0.757557,-0.849926,-0.130062,1.08886,-1.03607,0.0235219,0.225561,-1.2242,-0.118729,0.986821,-2.0359,0.0742252,0.99926,-1.66431,-0.579706,0.218788,5.45212,0.34037,5.52495,-6.54064,-0.151093,-10.822,2.67663,-1.22512,3.30367,0.868846,1,1,0,1,
1.28,1.0678,0.063972,0.311266,0.0469984,-0.0255664,-0.0677269,0.996268,1.29575,-0.184604,0.0162226,0.761958,1.36498,-0.946185,-0.142123,1.07656,-0.918474,0.0341484,0.321915,-1.34625,-0.103117,0.568175,-1.77542,0.0453563,1.03092,-1.61427,-0.603085,-0.615231,5.87996,0.531323,4.8177,-6.10247,0.780605,-20.9323,13.0241,-1.44344,1.5829,2.50224,1,1,0,1,
1.3,1.09373,0.0607543,0.311702,0.0519654,-0.00905049,-0.078317,0.995532,1.29675,-0.135241,0.027347,0.500077,1.95283,-0.978171,-0.152581,1.07445,-0.878952,0.0485639,0.405416,-1.45943,-0.0784364,0.121091,-1.31573,0.0147887,1.02648,-1.53124,-0.522895,-0.105491,1.97609,0.720778,4.17504,-5.65907,1.23402,-22.3542,22.9846,-1.52838,-0.221761,4.15123,0,1,0,1,
1.32,1.11967,0.0585718,0.312348,0.0536486,0.0122789,-0.0890608,0.994505,1.29698,-0.0844498,0.0366136,0.202378,2.30151,-0.939722,-0.151311,1.16722,-1.24867,0.0660427,0.477903,-1.56189,-0.0545354,-0.261371,-0.781976,-0.0139077,0.987727,-1.41529,0.0635404,4.63845,-18.4859,0.873937,3.62434,-5.12325,1.19505,-19.1231,26.6875,-1.43482,-1.93777,5.79765,0,1,0,1,
1.34,1.14561,0.0573184,0.313141,0.0522369,0.0345348,-0.0991746,0.993098,1.29705,-0.042342,0.0420892,-0.0988871,2.18629,-0.844173,-0.13274,1.17879,-1.67551,0.0835422,0.545224,-1.64625,-0.045791,-0.352901,-0.628589,-0.0382844,0.927976,-1.27318,0.928547,0.578482,-21.3419,0.874977,3.36605,-4.21792,0.437217,-4.57649,7.66935,-1.21884,-2.98754,7.10569,0,1,1,1,
1.36,1.17155,0.0568203,0.314006,0.0479898,0.0530734,-0.107997,0.991573,1.29696,-0.00891789,0.043774,-0.429608,1.60662,-0.707967,-0.0977394,1.03007,-1.95386,0.0974635,0.614092,-1.70392,-0.0467835,-0.251592,-0.767684,-0.057349,0.863596,-1.11386,1.75001,-7.43571,-13.9175,0.696063,3.44339,-2.88346,-0.0496243,5.06545,-6.95474,-0.953229,-3.219,7.96581,0,1,1,1,
1.38,1.19749,0.0569038,0.314867,0.0410068,0.0632312,-0.115131,0.990487,1.29671,0.0158224,0.0416678,-0.813329,0.562418,-0.554097,-0.0599709,0.843817,-2.03628,0.10514,0.689612,-1.72568,-0.0483319,-0.141202,-0.896988,-0.071444,0.811897,-0.948627,1.88843,-9.31285,-4.12128,0.383811,3.77603,-1.08777,-0.0774189,5.51949,-6.46518,-0.704746,-2.58496,8.26163,0,1,1,1,
1.4,1.22342,0.0573953,0.315648,0.0312564,0.0603159,-0.120476,0.990389,1.29631,0.0318789,0.0357708,-1.2672,-0.946698,-0.404939,-0.0206278,0.630816,-1.94819,0.10591,0.773169,-1.7008,-0.0504036,-0.00415802,-1.03657,-0.082127,0.793188,-0.794474,1.96716,-10.6501,4.40464,0.0385147,4.17782,1.24365,-0.103584,6.85219,-6.9789,-0.534152,-0.935458,7.70765,0,1,1,1,
1.42,1.24933,0.0581327,0.316285,0.0188328,0.0415662,-0.124198,0.991208,1.29535,0.040996,0.0280263,-1.66581,-2.33659,-0.280312,0.0322504,0.28704,-1.63516,0.101776,0.859184,-1.62133,-0.0531186,0.170413,-1.19547,-0.0921292,0.823731,-0.668162,2.64391,-17.1888,15.6513,-0.206708,4.30079,3.97359,-0.135752,8.72857,-7.94509,-0.500112,1.52715,6.31557,0,1,1,1,
1.44,1.27522,0.0590005,0.316769,0.00469845,0.0121301,-0.126618,0.991866,1.29345,0.0449183,0.020378,-1.85472,-3.02878,-0.175718,0.0748334,-0.0516999,-1.12812,0.0964571,0.934402,-1.49754,-0.0570082,0.370953,-1.35906,-0.0975238,0.949572,-0.737775,2.12915,-16.937,25.352,-0.265937,3.76087,6.18978,-0.194478,10.027,-8.17972,-0.269727,6.29205,-3.48065,0,1,1,0,
1.46,1.30107,0.0598948,0.317101,-0.00974876,-0.020842,-0.127841,0.991528,1.29062,0.0436456,0.0128259,-1.81103,-3.02999,-0.0686963,0.0953686,-0.337168,-0.528986,0.0914733,0.990494,-1.34545,-0.062991,0.580504,-1.50954,-0.0796768,1.18438,-1.19865,1.02676,-14.2734,29.9569,-0.24919,2.80464,7.60421,-0.299143,10.4775,-7.52385,0.89235,11.7404,-23.0437,0,1,1,0,
1.48,1.32684,0.0607117,0.317283,-0.0229874,-0.0501893,-0.127739,0.99027,1.28685,0.0371781,0.00537002,-1.53045,-2.3413,0.0633896,0.0928663,-0.298105,-0.417872,0.0864463,1.02511,-1.18197,-0.071498,0.779562,-1.63024,-0.0390754,1.30548,-1.62833,-0.125116,1.95313,5.55573,-0.25135,1.73086,8.17404,-0.425349,9.95291,-6.03498,2.03007,6.0551,-21.4841,1,1,1,0,
1.5,1.35253,0.0613473,0.317317,-0.0335542,-0.0687823,-0.125988,0.989075,1.28214,0.0255157,-0.00198974,-1.02727,-0.957889,0.236998,0.083533,-0.116748,-0.595785,0.0804051,1.03947,-1.02539,-0.081113,0.943241,-1.70535,0.0114611,1.25673,-1.88922,-0.466665,9.06786,-8.89567,-0.302056,0.717808,7.82911,-0.48075,8.18396,-3.75577,2.52682,-2.43761,-13.0442,1,1,1,0,
1.52,1.37812,0.0616868,0.317221,-0.04047,-0.0714673,-0.122202,0.989101,1.27589,0.00703623,-0.00677585,-0.482553,0.554044,0.430007,0.0706273,0.0338634,-0.785544,0.0728746,1.037,-0.891258,-0.0879683,1.04752,-1.72488,0.046602,1.14191,-1.95479,-0.645287,7.53056,-9.48795,-0.376527,-0.123434,6.70655,-0.342762,5.21385,-0.97623,1.75705,-5.74105,-3.27858,1,1,1,0,
1.54,1.40355,0.0615724,0.317079,-0.0440436,-0.0608598,-0.116413,0.990356,1.26751,-0.0198826,-0.00651085,-0.0584868,1.62371,0.601195,0.0528538,0.15521,-0.974908,0.0645937,1.0198,-0.771781,-0.0890247,1.09462,-1.69692,0.083641,0.893942,-1.87542,-0.888675,6.06732,-9.46822,-0.414043,-0.859841,5.97385,-0.0528229,2.355,1.39798,1.85195,-12.3983,3.96816,1,1,1,0,
1.56,1.4288,0.0608353,0.316994,-0.0448608,-0.0414713,-0.10893,0.99217,1.257,-0.0552408,-0.00119473,0.255397,2.25062,0.732727,0.0300776,0.252202,-1.15089,0.0566963,0.986389,-0.649581,-0.0837428,1.09675,-1.63219,0.122053,0.496947,-1.62225,-1.13881,4.8496,-8.7993,-0.394874,-1.67065,6.11005,0.264095,0.106615,3.23628,1.92061,-19.8497,12.6586,1,1,1,0,
1.58,1.45382,0.0593065,0.317065,-0.0434155,-0.017804,-0.100269,0.993853,1.24436,-0.0990383,0.00917251,0.476805,2.43255,0.811358,0.00317284,0.332012,-1.3055,0.0576485,1.04162,-0.802539,-0.0736927,1.06839,-1.53984,0.145902,0.103654,-1.23465,-1.34524,3.99053,-7.73029,0.0476143,2.76134,-7.64792,0.502506,-1.41797,4.6176,1.19246,-19.6647,19.3802,1,0,1,0,
1.6,1.47856,0.0568175,0.317394,-0.0400671,0.00562305,-0.0911055,0.995019,1.22958,-0.151275,0.0245909,0.62706,2.16661,0.830303,-0.0258152,0.402785,-1.43216,0.0711551,1.16722,-1.28971,-0.0614617,1.02486,-1.42837,0.152019,-0.15691,-0.903256,-1.4494,3.53862,-6.33292,0.675329,6.28013,-24.3585,0.611548,-2.17651,5.57376,0.305835,-13.0282,16.5696,1,0,1,0,
1.62,1.503,0.0532645,0.318064,-0.0350684,0.0248869,-0.082183,0.995689,1.21352,-0.202163,0.0423157,0.728642,1.633,0.78467,-0.0538398,0.472028,-1.52577,0.0861379,1.17137,-1.71146,-0.0495347,0.979683,-1.30538,0.143688,-0.133321,-0.923097,-1.40123,3.46215,-4.68052,0.749137,0.207734,-21.0877,0.59635,-2.25885,6.14911,-0.416568,1.17944,-0.992063,1,0,1,1,
1.64,1.5271,0.0488052,0.319084,-0.0287442,0.0384898,-0.0741772,0.996087,1.19703,-0.241912,0.0596023,0.792099,1.01173,0.678326,-0.0781382,0.543268,-1.58649,0.0950277,1.03677,-1.95349,-0.0396327,0.938269,-1.17381,0.134513,-0.0532914,-1.00392,-1.21492,3.56202,-3.03586,0.444491,-6.73033,-12.1015,0.495103,-2.07072,6.57881,-0.458744,4.00148,-4.04128,1,0,1,1,
1.66,1.55087,0.0436623,0.320445,-0.0214121,0.0455173,-0.0676423,0.996441,1.1801,-0.270523,0.0764508,0.820561,0.299404,0.522591,-0.0970322,0.617148,-1.61404,0.0920487,0.898063,-2.00564,-0.0330814,0.904193,-1.03531,0.126196,0.0367113,-1.08152,-0.944698,3.69397,-1.37757,-0.148951,-6.93518,-2.60749,0.327561,-1.70379,6.9249,-0.415856,4.50014,-3.87984,1,0,1,1,
1.68,1.5743,0.0380585,0.322139,-0.0133751,0.0450202,-0.0630144,0.996907,1.16274,-0.287997,0.092861,0.813541,-0.506987,0.326714,-0.110163,0.692176,-1.60662,0.0868976,0.617621,-1.88916,-0.0310229,0.881381,-0.891632,0.118192,0.139925,-1.15955,-0.656528,3.75141,0.370767,-0.257556,-14.0221,5.82433,0.102928,-1.14059,7.18391,-0.400203,5.16068,-3.90166,1,0,1,1,
1.7,1.59738,0.0322167,0.324157,-0.00497205,0.0360117,-0.0606284,0.997498,1.14494,-0.294332,0.108833,0.765064,-1.40962,0.0971067,-0.118376,0.765092,-1.5613,0.0794605,0.250224,-1.57232,-0.0346137,0.874268,-0.744839,0.109852,0.260283,-1.2418,-0.410685,3.64579,2.26621,-0.371853,-18.3699,15.842,-0.17954,-0.355693,7.33961,-0.416965,6.01791,-4.11261,1,0,0,1,
1.72,1.6201,0.0263446,0.326469,0.00336506,0.0183602,-0.0605723,0.997989,1.12782,-0.291761,0.121313,0.682923,-2.14371,-0.113614,-0.123442,0.830937,-1.47653,0.0702062,-0.0711755,-1.11835,-0.046542,1.01751,-0.978462,0.100773,0.399912,-1.32958,-0.253282,3.29226,4.2385,-0.462713,-16.07,22.6984,-0.596415,7.16209,-11.6811,-0.453961,6.98142,-4.38868,1,0,0,1,
1.74,1.6425,0.0205908,0.328966,0.011112,-0.00451544,-0.0622878,0.997986,1.11248,-0.282515,0.127248,0.576838,-2.4422,-0.265864,-0.127429,0.883603,-1.36025,0.0618635,-0.240145,-0.745475,-0.0645587,1.20029,-1.47059,0.0914056,0.550813,-1.41474,-0.199351,2.63332,5.81378,-0.417135,-8.44847,18.6436,-0.900835,9.13885,-24.6062,-0.468375,7.54507,-4.258,1,0,0,1,
1.76,1.66462,0.0150885,0.331516,0.0177226,-0.0282722,-0.0652546,0.997311,1.09892,-0.266596,0.126637,0.449311,-2.30303,-0.37694,-0.13119,0.919802,-1.22329,0.0565117,-0.131205,-0.76147,-0.0821376,1.2286,-1.87069,0.0823019,0.701057,-1.48683,-0.188035,1.80992,6.84811,-0.267589,5.44699,-0.799731,-0.878947,1.41586,-20.005,-0.455182,7.51222,-3.60473,1,1,0,1,
1.78,1.68647,0.00997142,0.333988,0.0227357,-0.0485416,-0.0691817,0.996163,1.08715,-0.244002,0.11948,0.314043,-1.72464,-0.461548,-0.134526,0.939115,-1.0773,0.0553154,-0.0130631,-0.802315,-0.0930694,1.09247,-2.06365,0.073645,0.836492,-1.53574,-0.166813,0.965691,7.29963,-0.0598177,5.90711,-2.04223,-0.54659,-6.80662,-9.64805,-0.432845,6.77171,-2.44555,1,1,0,1,
1.8,1.70811,0.00537294,0.336251,0.0258436,-0.0609509,-0.0739492,0.995062,1.07716,-0.214733,0.105778,0.190262,-0.706154,-0.526009,-0.136679,0.943466,-0.936125,0.0589762,0.0915836,-0.853889,-0.0960731,0.944701,-2.05513,0.0651609,0.94055,-1.55207,-0.107635,0.217509,7.05862,0.183039,5.23233,-2.57872,-0.150182,-7.3885,0.425557,-0.424206,5.2029,-0.816251,1,1,0,1,
1.82,1.72957,0.00141462,0.338198,0.0270977,-0.0624487,-0.0794836,0.994509,1.06806,-0.180585,0.0890258,0.124307,0.350953,-0.572916,-0.137184,0.93677,-0.81312,0.0677316,0.183695,-0.930097,-0.0851752,0.598289,-1.80887,0.0560665,0.99969,-1.53021,-0.0252746,-0.3348,6.15024,0.43777,4.60556,-3.81038,0.544892,-17.3206,12.3131,-0.454719,2.957,1.09276,1,1,0,1,
1.84,1.75084,-0.00182987,0.339815,0.0274006,-0.0552685,-0.0856047,0.994418,1.05896,-0.14335,0.0727185,0.14106,1.04346,-0.599281,-0.13739,0.926079,-0.718023,0.0790032,0.264431,-1.02119,-0.0680454,0.167201,-1.32371,0.0445615,1.01943,-1.47711,-0.0102995,-0.534536,4.75487,0.56358,4.03681,-4.55461,0.856492,-21.5544,24.2583,-0.575251,0.986797,2.65535,0,1,0,1,
1.86,1.77192,-0.00429879,0.34111,0.0277848,-0.0429749,-0.0920355,0.99444,1.04985,-0.103028,0.0568564,0.228158,1.36897,-0.605075,-0.126551,1.02756,-0.999483,0.0893727,0.335717,-1.11425,-0.0536033,-0.28937,-0.626983,0.0291538,1.01149,-1.40178,0.541985,5.07425,-14.073,0.518476,3.56428,-4.653,0.722104,-22.8285,34.8362,-0.770383,-0.396731,3.76646,0,1,0,1,
1.88,1.79283,-0.00593042,0.342092,0.029202,-0.0291607,-0.0985237,0.994279,1.04073,-0.0596203,0.0414395,0.3732,1.32518,-0.599046,-0.101259,1.11217,-1.42234,0.0952528,0.400552,-1.19932,-0.0498929,-0.636393,-0,0.00853551,0.988584,-1.31285,1.26455,4.23042,-21.1429,0.294005,3.24179,-4.25372,0.185522,-17.3512,31.3492,-1.03092,-1.14536,4.44625,0,1,0,1,
1.9,1.81355,-0.00666303,0.342771,0.0325209,-0.0174503,-0.104891,0.993799,1.0316,-0.013126,0.0264678,0.563038,0.910166,-0.590258,-0.0666516,1.07461,-1.74109,0.092942,0.462671,-1.26841,-0.0614314,-0.614623,-0,-0.0189108,0.96405,-1.21959,1.73039,-1.87832,-15.9374,-0.115538,3.10593,-3.45421,-0.576925,1.08852,0,-1.37231,-1.22666,4.66289,0,1,1,1,
1.92,1.83407,-0.00647188,0.343147,0.0379119,-0.0106611,-0.110882,0.993053,1.01953,0.0309053,0.0109449,0.628537,0.389424,-0.539983,-0.0373699,0.953112,-1.88097,0.0803004,0.525085,-1.31598,-0.0820649,-0.36775,-0.433323,-0.0536468,0.948946,-1.1302,1.46408,-6.07468,-6.99386,-0.632083,3.12069,-2.37847,-1.03168,12.3436,-21.6661,-1.7368,-0.755241,4.4696,0,1,1,1,
1.94,1.85429,-0.00548024,0.343198,0.0430472,-0.00826669,-0.115745,0.992311,1.00157,0.0669241,-0.00612518,0.413968,0.0363063,-0.397844,-0.0251987,0.817438,-1.84482,0.0614937,0.587176,-1.34303,-0.106643,-0.23444,-0.626654,-0.0894181,0.942585,-1.04352,0.60856,-6.7837,1.80705,-0.940334,3.10457,-1.35251,-1.22889,6.6655,-9.66658,-1.78856,-0.318022,4.33406,0,1,1,1,
1.96,1.8741,-0.00384833,0.342892,0.0450156,-0.00884132,-0.118581,0.991884,0.977712,0.0949306,-0.0247426,-0.0734034,-0.14274,-0.161563,0.000200445,0.522298,-1.60867,0.0427098,0.646996,-1.35134,-0.128392,-0.117375,-0.779363,-0.117849,0.941192,-0.955414,1.26996,-14.757,11.8079,-0.939196,2.99098,-0.415682,-1.08748,5.85326,-7.63543,-1.42155,-0.0696493,4.40537,0,1,1,1,
1.98,1.89336,-0.00173643,0.342198,0.0409543,-0.0109453,-0.118536,0.992044,0.947969,0.114925,-0.0449073,-0.828205,-0.150233,0.161291,0.0287648,0.171523,-1.19562,0.030564,0.702336,-1.34201,-0.140292,-0.00879083,-0.911511,-0.129733,0.953911,-0.901348,1.42822,-17.5387,20.6523,-0.607289,2.76703,0.466595,-0.595003,5.42922,-6.6074,-0.594207,0.635942,2.70333,0,1,1,0,
2,1.91198,0.000695236,0.341085,0.0280337,-0.0132368,-0.114823,0.992902,0.912336,0.126906,-0.0666192,-1.85004,-0.00252888,0.559376,0.0542294,-0.157468,-0.691947,0.0319363,0.750942,-1.31557,-0.13505,0.0930195,-1.03091,-0.114638,1.06477,-1.17822,1.27323,-16.4495,25.1836,0.0686124,2.43027,1.32211,0.262102,5.09051,-5.97009,0.754783,5.54296,-13.8434,0,1,1,0,
2.02,1.92983,0.00328824,0.339519,0.00482609,-0.0149334,-0.107039,0.994131,0.873217,0.13115,-0.0905175,-2.73495,0.132053,0.919289,0.074045,-0.259412,-0.504194,0.0512729,0.791169,-1.2728,-0.107927,0.188372,-1.14141,-0.0721603,1.14825,-1.55184,0.990782,-5.09719,9.38769,0.966832,2.01135,2.13821,1.35615,4.76761,-5.52499,2.12387,4.17421,-18.6814,1,1,1,0,
2.04,1.9469,0.00589147,0.337446,-0.0244857,-0.0166848,-0.0961929,0.994922,0.833013,0.127929,-0.117241,-3.07273,0.118032,1.14426,0.0909783,-0.13058,-0.706943,0.0826208,0.823966,-1.21772,-0.0658158,0.278439,-1.24405,-0.0182995,1.12232,-1.83241,0.846664,6.44158,-10.1375,1.5674,1.63986,2.75412,2.10558,4.50336,-5.13171,2.69304,-1.2968,-14.0283,1,1,1,0,
2.06,1.96315,0.00835566,0.33481,-0.0542859,-0.0192477,-0.0836301,0.994831,0.791724,0.117245,-0.14679,-2.85624,-0.00558042,1.25006,0.107151,-0.0267523,-0.860333,0.116911,0.851622,-1.15609,-0.0190801,0.364053,-1.3385,0.0332204,1.03134,-1.95371,0.808649,5.19138,-7.66948,1.7145,1.38281,3.08142,2.33678,4.28068,-4.72249,2.576,-4.54915,-6.06503,1,1,1,0,
2.08,1.97856,0.0105315,0.331555,-0.0789583,-0.0229706,-0.070645,0.994106,0.749352,0.0990974,-0.179164,-2.07892,-0.185917,1.25322,0.114616,0.0630148,-0.983357,0.144576,0.877399,-1.09511,0.0212111,0.44547,-1.42385,0.0763223,0.897055,-1.91404,0.373246,4.48836,-6.15119,1.38324,1.28884,3.04902,2.01456,4.07087,-4.26777,2.15509,-6.71403,1.98359,1,1,1,0,
2.1,1.99311,0.0122698,0.327625,-0.0929361,-0.0277656,-0.0584233,0.993569,0.705896,0.0734856,-0.214364,-0.737978,-0.371705,1.16977,0.105137,0.142929,-1.08284,0.155605,0.90559,-1.04355,0.0433022,0.522549,-1.49892,0.0917254,0.613221,-1.70904,-0.473939,3.9957,-4.97403,0.551449,1.40954,2.57788,1.10456,3.85398,-3.75339,0.770156,-14.1917,10.2499,1,1,1,0,
2.12,2.00679,0.0134517,0.322998,-0.0925566,-0.0332336,-0.0478114,0.994003,0.661541,0.0449865,-0.247023,0.606508,-0.501031,1.05011,0.0735014,0.215009,-1.16255,0.142895,0.961124,-1.06775,0.0387988,0.595252,-1.56328,0.0735539,0.30743,-1.38212,-1.5818,3.60402,-3.98574,-0.635472,2.77668,-1.20971,-0.225169,3.63514,-3.2182,-0.908574,-15.2896,16.346,1,0,1,0,
2.14,2.01957,0.0140805,0.317797,-0.0815616,-0.0390248,-0.0388346,0.995147,0.616476,0.0181763,-0.271775,1.39273,-0.572768,0.924878,0.0272771,0.281324,-1.22755,0.109966,1.09935,-1.34612,0.0146608,0.664992,-1.62008,0.0358752,0.0830835,-1.0749,-2.31121,3.31574,-3.24997,-1.64648,6.91156,-13.9185,-1.2069,3.487,-2.83998,-1.88393,-11.2173,15.3613,1,0,1,0,
2.16,2.03144,0.01419,0.31218,-0.0655321,-0.0450876,-0.0314179,0.996336,0.570699,-0.00694493,-0.288621,1.61939,-0.626334,0.780402,-0.0227619,0.343643,-1.28213,0.0631845,1.22488,-1.68354,-0.0181779,0.733621,-1.67304,-0.00433653,0.0818118,-1.06468,-2.50195,3.11597,-2.72897,-2.33906,6.27631,-16.8711,-1.64193,3.43141,-2.64761,-2.01059,-0.0635863,0.510809,1,0,1,1,
2.18,2.04239,0.013814,0.306305,-0.0500634,-0.0515975,-0.025594,0.997084,0.524211,-0.0303771,-0.29756,1.28703,-0.687807,0.601433,-0.0659853,0.40352,-1.32975,0.0139673,1.27985,-1.94876,-0.0488565,0.803168,-1.72566,-0.0387151,0.174598,-1.19138,-2.16117,2.99383,-2.38079,-2.46086,2.7486,-13.2609,-1.53393,3.47739,-2.6311,-1.71893,4.63929,-6.33487,1,0,1,1,
2.2,2.05241,0.0129862,0.30033,-0.0407631,-0.0588629,-0.021516,0.997201,0.477012,-0.0521203,-0.298592,0.397664,-0.771842,0.36741,-0.0919345,0.462466,-1.37336,-0.0177606,1.27071,-2.06914,-0.0666694,0.875925,-1.7813,-0.0590684,0.259197,-1.30202,-1.29746,2.94732,-2.18081,-1.58639,-0.457254,-6.01902,-0.890648,3.63781,-2.78231,-1.01767,4.22996,-5.53213,1,0,1,1,
2.22,2.06147,0.0117541,0.294402,-0.0415034,-0.0668722,-0.0193278,0.996711,0.429395,-0.0701292,-0.293446,-0.528941,-0.781329,0.133859,-0.0938267,0.52118,-1.41557,-0.0140891,1.15773,-2.0185,-0.0642796,0.952667,-1.84124,-0.0577879,0.336179,-1.39712,-0.0946096,2.9357,-2.11041,0.183574,-5.64876,2.53213,0.119493,3.83715,-2.99706,0.0640253,3.84913,-4.7548,1,0,1,1,
